word,defid,score,place,rankings,average_ranking,std_ranking,equal,log_bin,familiar,meaning_opinion,proper_noun,formal
yopo,7600565,14,1,"[1, 1, 1, 1, 1]",1,0,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
baliwood,823787,11,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
world cup,5005819,308,0,"[1, 1, 1, 1, 3]",1.4,0.8,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
phoenix,2596988,2005,0,"[3, 3, 2, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'non_offensive', 'none', 'none']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
adam,1126305,10365,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",7,familiar_yes,meaning,proper_noun_yes,formal_no
bryn,6352724,196,0,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
johnny depp,420377,1331,1,"[2, 2, 3, 1, 2]",2,0.632455532,"['none', 'none', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,opinion,proper_noun_yes,formal_no
boss hogg,926329,55,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_yes,formal_no
raw,3097701,-7,2,"[3, 1, 3, 3, 2]",2.4,0.8,"['none', 'none', 'all_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
jack black,190366,477,1,"[1, 2, 3, 3, 2]",2.2,0.748331477,"['none', 'none', 'non_offensive', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
bum boy,1436201,68,1,"[3, 1, 1, 1, 1]",1.4,0.8,"['none', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
tart,392417,1647,0,"[2, 1, 1, 1, 1]",1.2,0.4,"['none', 'all_offensive', 'non_offensive', 'none', 'none']",5,familiar_yes,meaning,proper_noun_no,formal_no
taxi,3048981,54,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'all_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
pauline,3682379,1041,0,"[3, 1, 3, 3, 3]",2.6,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_yes,formal_yes
fiddle faddle,303129,-39,2,"[3, 2, 3, 2, 2]",2.4,0.489897949,"['all_offensive', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
stovepipe,905366,48,1,"[2, 1, 1, 2, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
yof,7886610,-5,2,"[2, 1, 2, 3, 1]",1.8,0.748331477,"['none', 'none', 'none', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_yes,formal_yes
inferno,4328597,19,1,"[2, 3, 2, 1, 2]",2,0.632455532,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
george bush,879258,4449,1,"[2, 3, 3, 3, 3]",2.8,0.4,"['all_offensive', 'none', 'none', 'non_offensive', 'all_offensive']",8,familiar_no,opinion,proper_noun_yes,formal_no
hannah montana,4907486,4,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'all_offensive', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
aubrey,3627477,596,1,"[2, 3, 3, 2, 2]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
man nog,2720626,7,1,"[3, 2, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'all_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
booze,100172,394,1,"[2, 2, 2, 2, 3]",2.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'all_offensive', 'none']",3,familiar_no,opinion,proper_noun_no,formal_no
pisco,1359533,150,0,"[3, 3, 1, 3, 3]",2.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_yes
fuck boy,8397254,-2,2,"[2, 1, 1, 3, 3]",2,0.894427191,"['all_offensive', 'all_offensive', 'none', 'all_offensive', 'all_offensive']",7,familiar_no,both,proper_noun_no,formal_no
schwasted,3636670,151,0,"[1, 2, 2, 2, 2]",1.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
rube,1950530,-171,2,"[1, 3, 1, 3, 2]",2,0.894427191,"['none', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
oj simpson,1121569,448,0,"[3, 2, 2, 2, 2]",2.2,0.4,"['none', 'none', 'all_offensive', 'none', 'none']",4,familiar_yes,meaning,proper_noun_yes,formal_no
neat-o,664155,-16,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,opinion,proper_noun_no,formal_no
snoot,3787330,14,1,"[2, 3, 2, 2, 2]",2.2,0.4,"['none', 'non_offensive', 'non_offensive', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
red headed stepchild,825622,470,0,"[2, 2, 3, 3, 3]",2.6,0.489897949,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
git,2752495,5,2,"[1, 3, 3, 3, 3]",2.6,0.8,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
nigglet,1111302,1322,1,"[1, 1, 1, 1, 3]",1.4,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'all_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
dwarves,6348892,22,1,"[1, 1, 2, 1, 1]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,opinion,proper_noun_no,formal_no
maplestory,1714964,1883,0,"[3, 2, 3, 3, 2]",2.6,0.489897949,"['none', 'all_offensive', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
chicken fucker,829590,279,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,meaning,proper_noun_no,formal_no
tool,7087574,-1,2,"[1, 2, 2, 1, 2]",1.6,0.489897949,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
japan,2544472,-15,2,"[3, 3, 3, 1, 2]",2.4,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",6,familiar_yes,both,proper_noun_yes,formal_yes
epic fail,5034825,-1,2,"[3, 1, 1, 1, 1]",1.4,0.8,"['none', 'none', 'none', 'non_offensive', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_no
tidus,2308561,-20,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'non_offensive']",4,familiar_no,opinion,proper_noun_yes,formal_no
boston,1605287,1487,1,"[2, 1, 2, 1, 1]",1.4,0.489897949,"['none', 'all_offensive', 'none', 'none', 'all_offensive']",6,familiar_no,meaning,proper_noun_yes,formal_no
ivy league,861200,1074,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_yes,formal_yes
anal,40600,19292,0,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,opinion,proper_noun_no,formal_no
deathcore,2755696,321,0,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",4,familiar_no,both,proper_noun_no,formal_no
ignoranus,7205904,12,2,"[1, 2, 2, 1, 2]",1.6,0.489897949,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
mormon,1537411,1201,1,"[2, 2, 1, 1, 1]",1.4,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",7,familiar_no,opinion,proper_noun_no,formal_no
preppy,511098,295,2,"[1, 3, 2, 2, 1]",1.8,0.748331477,"['none', 'non_offensive', 'all_offensive', 'non_offensive', 'non_offensive']",7,familiar_yes,meaning,proper_noun_no,formal_no
thnikkaman,735483,153,0,"[2, 1, 1, 3, 1]",1.6,0.8,"['non_offensive', 'none', 'none', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_yes,formal_yes
hitler,5842013,1856,2,"[3, 2, 2, 3, 2]",2.4,0.489897949,"['none', 'none', 'all_offensive', 'none', 'none']",6,familiar_no,opinion,proper_noun_no,formal_no
bollywood,5932932,107,1,"[1, 1, 1, 1, 1]",1,0,"['non_offensive', 'none', 'none', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_yes
freek-a-leek,598736,-64,2,"[2, 1, 3, 3, 3]",2.4,0.8,"['none', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
the game,3185086,7,2,"[3, 3, 2, 3, 1]",2.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
yu-gi-oh!,1246205,73,1,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_yes,opinion,proper_noun_no,formal_yes
atom,952828,232,0,"[2, 2, 1, 1, 3]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_yes
brb,94306,2814,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_unclear
overt,1695414,24,0,"[2, 3, 1, 1, 2]",1.8,0.748331477,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",2,familiar_no,meaning,proper_noun_no,formal_no
blowjob,4503419,19,2,"[3, 2, 2, 1, 2]",2,0.632455532,"['none', 'none', 'all_offensive', 'all_offensive', 'non_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
clingon,1429418,30,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
cram,391787,307,0,"[3, 3, 1, 1, 2]",2,0.894427191,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_yes,meaning,proper_noun_no,formal_yes
police,82066,1432,1,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",6,familiar_yes,opinion,proper_noun_no,formal_yes
ponder,7047378,9,2,"[2, 2, 2, 3, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
asher,8336240,408,0,"[2, 1, 3, 1, 1]",1.6,0.8,"['none', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",4,familiar_no,meaning,proper_noun_yes,formal_yes
redneck,954175,9708,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
simple plan,1327055,606,1,"[3, 1, 3, 2, 2]",2.2,0.748331477,"['none', 'none', 'none', 'all_offensive', 'all_offensive']",7,familiar_no,both,proper_noun_no,formal_no
ber,2692762,47,0,"[1, 1, 1, 1, 3]",1.4,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
spongebob squarepants,1305421,940,1,"[2, 3, 2, 1, 2]",2,0.632455532,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_yes,formal_no
fag,4523016,3449,1,"[1, 1, 1, 1, 1]",1,0,"['all_offensive', 'none', 'none', 'none', 'all_offensive']",8,familiar_no,meaning,proper_noun_no,formal_no
dank,1199991,10595,0,"[2, 2, 2, 2, 3]",2.2,0.4,"['non_offensive', 'none', 'none', 'non_offensive', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
syg,1767822,-50,2,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'all_offensive', 'none', 'all_offensive', 'none']",2,familiar_no,both,proper_noun_no,formal_no
angry badger,2053122,-31,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",1,familiar_no,meaning,proper_noun_no,formal_no
muggle,6077222,-3,2,"[1, 1, 3, 1, 2]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_yes,meaning,proper_noun_no,formal_no
audi,567671,567,0,"[1, 3, 2, 3, 2]",2.2,0.748331477,"['non_offensive', 'none', 'none', 'non_offensive', 'non_offensive']",5,familiar_yes,meaning,proper_noun_yes,formal_yes
war,1953471,-8,2,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'non_offensive']",6,familiar_yes,meaning,proper_noun_no,formal_yes
dude,143172,2486,1,"[3, 3, 3, 3, 3]",3,0,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
yaritza,9420994,0,1,"[2, 2, 2, 2, 2]",2,0,"['none', 'none', 'none', 'none', 'non_offensive']",2,familiar_no,opinion,proper_noun_yes,formal_no
doozy,5918951,-27,2,"[1, 2, 1, 1, 1]",1.2,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
rebecca black,5694522,-2,2,"[2, 2, 2, 2, 3]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,both,proper_noun_yes,formal_no
pd,5896505,62,1,"[2, 2, 1, 1, 1]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
uggs,843637,924,0,"[2, 3, 3, 3, 3]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
nark,602445,838,0,"[3, 2, 1, 2, 1]",1.8,0.748331477,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
fudging,7959932,-1,2,"[1, 1, 1, 1, 2]",1.2,0.4,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
donald trump,8670599,-177,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_yes,meaning,proper_noun_yes,formal_yes
kosta,3886850,81,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,opinion,proper_noun_yes,formal_no
mexicaned,2659336,8,0,"[2, 1, 1, 2, 2]",1.6,0.489897949,"['all_offensive', 'none', 'non_offensive', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
gg,111994,3854,0,"[2, 3, 3, 1, 3]",2.4,0.8,"['non_offensive', 'non_offensive', 'none', 'non_offensive', 'non_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
teeny bopper,351631,83,2,"[3, 1, 2, 2, 2]",2,0.632455532,"['none', 'all_offensive', 'all_offensive', 'all_offensive', 'all_offensive']",6,familiar_yes,both,proper_noun_no,formal_yes
b3,8373689,12,1,"[1, 1, 3, 1, 2]",1.6,0.8,"['none', 'none', 'non_offensive', 'none', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
rape,10216,3546,1,"[3, 3, 3, 3, 2]",2.8,0.4,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
justin beiber,4278805,2722,1,"[1, 2, 1, 1, 1]",1.2,0.4,"['all_offensive', 'none', 'none', 'none', 'all_offensive']",6,familiar_no,meaning,proper_noun_no,formal_no
thumb,664431,562,0,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_yes,both,proper_noun_no,formal_yes
lamborghini,1256297,366,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
majinchick,44681,3,2,"[2, 2, 2, 3, 3]",2.4,0.489897949,"['none', 'all_offensive', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
blacka,8071405,59,0,"[2, 2, 2, 3, 3]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_unclear
gil,3800123,349,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,both,proper_noun_yes,formal_no
lush,666378,1627,0,"[1, 2, 1, 2, 2]",1.6,0.489897949,"['non_offensive', 'none', 'non_offensive', 'non_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
ifinger,6403862,39,1,"[1, 3, 1, 2, 2]",1.8,0.748331477,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
yard sale,280979,76,1,"[2, 2, 3, 1, 2]",2,0.632455532,"['none', 'none', 'none', 'non_offensive', 'none']",5,familiar_no,meaning,proper_noun_no,formal_no
fuck,886258,23465,1,"[3, 1, 3, 2, 1]",2,0.894427191,"['none', 'non_offensive', 'none', 'none', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
wankered,1096832,277,0,"[2, 1, 3, 1, 1]",1.6,0.8,"['non_offensive', 'none', 'non_offensive', 'all_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
poo,991687,6626,0,"[1, 3, 1, 1, 1]",1.4,0.8,"['non_offensive', 'non_offensive', 'none', 'none', 'none']",6,familiar_no,opinion,proper_noun_no,formal_no
cherry,4316866,1369,1,"[1, 1, 1, 2, 1]",1.2,0.4,"['none', 'non_offensive', 'none', 'none', 'none']",6,familiar_yes,meaning,proper_noun_no,formal_yes
happy bunny,572991,119,0,"[1, 3, 1, 3, 2]",2,0.894427191,"['none', 'none', 'non_offensive', 'none', 'none']",3,familiar_no,both,proper_noun_no,formal_no
dallas stars,5590070,-16,2,"[2, 2, 3, 2, 2]",2.2,0.4,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,opinion,proper_noun_yes,formal_yes
frapping,6052725,-14,2,"[1, 2, 1, 1, 2]",1.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
front ass,54645,18,2,"[3, 1, 3, 1, 3]",2.2,0.979795897,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
emo kid,1385097,728,1,"[3, 3, 3, 3, 1]",2.6,0.8,"['none', 'none', 'none', 'none', 'all_offensive']",7,familiar_no,meaning,proper_noun_no,formal_no
home,5049870,320,0,"[2, 2, 2, 2, 1]",1.8,0.4,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
credits,3586731,-3,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'non_offensive', 'none']",2,familiar_no,opinion,proper_noun_no,formal_yes
jordan,1434654,3969,0,"[2, 1, 1, 2, 3]",1.8,0.748331477,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
lsd,1679131,-80,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
google,1913620,1962,1,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'non_offensive', 'none', 'none', 'none']",7,familiar_yes,opinion,proper_noun_yes,formal_yes
f a b,1622618,249,0,"[2, 1, 1, 1, 3]",1.6,0.8,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,meaning,proper_noun_no,formal_no
kool,1842412,-26,2,"[2, 2, 3, 3, 2]",2.4,0.489897949,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",5,familiar_no,meaning,proper_noun_no,formal_no
ramona,7105884,51,2,"[2, 2, 1, 2, 2]",1.8,0.4,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",3,familiar_no,opinion,proper_noun_yes,formal_yes
blade,4977074,3,2,"[3, 3, 3, 2, 3]",2.8,0.4,"['none', 'non_offensive', 'all_offensive', 'none', 'all_offensive']",5,familiar_no,meaning,proper_noun_yes,formal_no
fake,123076,3192,0,"[3, 2, 1, 3, 1]",2,0.894427191,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
irl,4950039,114,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
paypal,493970,235,1,"[2, 3, 2, 1, 3]",2.2,0.748331477,"['none', 'all_offensive', 'all_offensive', 'none', 'all_offensive']",4,familiar_no,opinion,proper_noun_yes,formal_no
gfg,6470641,-11,2,"[2, 3, 3, 3, 3]",2.8,0.4,"['non_offensive', 'none', 'none', 'none', 'none']",4,familiar_yes,opinion,proper_noun_yes,formal_no
shart,5219898,-8,2,"[1, 1, 1, 1, 3]",1.4,0.8,"['none', 'none', 'none', 'non_offensive', 'all_offensive']",7,familiar_no,opinion,proper_noun_no,formal_yes
rice,955541,801,1,"[2, 2, 2, 3, 3]",2.4,0.489897949,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
vpilf,4356751,162,1,"[3, 2, 3, 2, 1]",2.2,0.748331477,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",8,familiar_yes,opinion,proper_noun_no,formal_no
arthur,4028676,423,1,"[2, 3, 3, 3, 2]",2.6,0.489897949,"['non_offensive', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",4,familiar_yes,meaning,proper_noun_yes,formal_yes
madison,8282535,2,2,"[3, 1, 1, 1, 1]",1.4,0.8,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_no
trendwhore,790444,163,1,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",3,familiar_no,meaning,proper_noun_no,formal_no
goth,1162148,3764,1,"[1, 2, 3, 2, 1]",1.8,0.748331477,"['none', 'none', 'non_offensive', 'none', 'all_offensive']",8,familiar_no,both,proper_noun_no,formal_no
police,653539,-21,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",6,familiar_no,meaning,proper_noun_no,formal_unclear
booty,100684,5435,0,"[2, 1, 3, 1, 1]",1.6,0.8,"['none', 'none', 'none', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
emily,2367425,9808,0,"[1, 1, 2, 3, 1]",1.6,0.8,"['none', 'non_offensive', 'non_offensive', 'non_offensive', 'non_offensive']",7,familiar_no,opinion,proper_noun_yes,formal_no
olivia,8825445,-6,2,"[1, 1, 1, 1, 1]",1,0,"['none', 'none', 'none', 'none', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
make it hail,2907602,202,0,"[3, 1, 2, 3, 3]",2.4,0.8,"['none', 'none', 'none', 'none', 'none']",4,familiar_no,meaning,proper_noun_no,formal_no
vpilf,3344480,3,2,"[2, 3, 1, 1, 2]",1.8,0.748331477,"['all_offensive', 'all_offensive', 'all_offensive', 'all_offensive', 'none']",8,familiar_no,meaning,proper_noun_no,formal_no
segue,1003783,242,0,"[3, 3, 3, 3, 3]",3,0,"['none', 'none', 'none', 'none', 'none']",2,familiar_no,meaning,proper_noun_no,formal_no
queef,45408,11465,0,"[3, 2, 3, 3, 3]",2.8,0.4,"['all_offensive', 'all_offensive', 'all_offensive', 'non_offensive', 'none']",7,familiar_no,meaning,proper_noun_no,formal_no
