definition,log_bin,score,word,freq,familiar,familiar_1,familiar_2,familiar_3,formal,formal_1,formal_2,formal_3,meaning_opinion,meaning_opinion_1,meaning_opinion_2,meaning_opinion_3,proper_noun,proper_noun_1,proper_noun_2,proper_noun_3
3306122,0,15,buretta,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_unclear,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
6653065,5,14,shallow,38,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2595420,7,11847,alex,239,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,both,meaning,opinion,both,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
1196482,0,2,nut pie,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1045689,5,244,shazam,32,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5972849,6,-45,anna,84,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
2943365,6,-1,mac,96,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
8010858,6,91,bloop,69,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1370680,5,755,limewire,35,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,both,opinion,both,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
972139,5,375,lime,32,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1097553,3,349,onion booty,14,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
4403880,5,-21,fts,47,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1660290,5,-38,polar bear,37,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
1190000,0,3,maver1ck,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2459782,9,1,scene,537,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
280217,7,2000,slore,161,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6323742,6,-69,corey,66,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,both,both,meaning,both,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
609015,7,5739,the game,170,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4507563,2,6,ass jam,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
262044,2,119,jologs,4,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_yes,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
390645,2,31,huey lewis,4,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
156470,5,1653,paintball,51,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,opinion,opinion,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7515352,2,6,cheeky bastard,5,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,opinion,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
1382092,1,-4,man brain,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2194711,3,-19,hatred,10,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
241665,4,-4,chicken fucker,26,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1562214,4,64,vidiot,21,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
439541,2,-24,crazy town,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
6675197,3,1,quarter pounder,9,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,both,meaning,both,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
1158905,5,498,nipple,34,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2318215,4,1105,gracie,19,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1204238,6,792,hardcore dancing,75,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3077252,2,29,ju ju,5,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
3019865,1,-5,skited,2,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
706283,5,1942,git,59,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
198503,6,3432,incest,70,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1497701,0,9,shanguli,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7036616,5,1539,congress,34,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,both,opinion,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
3378612,2,6,bridge to nowhere,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_no,formal_yes,formal_yes,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
190366,4,477,jack black,17,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
327175,4,-52,stunna,20,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,both,both,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
442980,2,414,thizzin,5,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
87997,6,1153,gamer,65,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5707841,1,-6,c shot,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
9925308,3,1,calypso,11,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
2067256,1,12,judith chalmers,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
1441673,2,40,cardcaptors,4,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7434815,2,8,chocolate orgasm,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
747949,1,32,va jing jang,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3041062,5,156,cleveland,36,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
2124556,2,4,zactly,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
195374,6,10548,girlfriend,106,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1506364,5,424,windows vista,45,familiar_no,familiar_no,familiar_no,familiar_yes,formal_unclear,formal_unclear,formal_no,formal_yes,opinion,opinion,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
5903053,2,0,wikibomb,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3905776,5,-11,gear,38,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_unclear,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4286361,8,9543,justin bieber,430,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
4187545,2,8,halfwit,4,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
777360,2,102,sluffin,4,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
116895,6,2191,star wars,66,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,meaning,opinion,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
2081434,6,395,sleep,124,familiar_no,familiar_no,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,opinion,opinion,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
513728,3,125,manizer,11,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
724746,5,1705,deviantart,39,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,opinion,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
4266893,1,36,gii,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5582707,4,164,manky,27,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2575288,3,556,manther,15,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
180781,3,6,russin,11,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_no,opinion,meaning,opinion,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
1151118,6,3124,chicago,98,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,both,opinion,both,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
171684,4,-60,meesh,16,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
9926709,7,1024,donald trump,151,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
366642,5,505,antidisestablishmentarianism,41,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5836142,1,0,texas left,3,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
1938607,6,7870,women,89,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
7920120,1,0,td;dr,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1338704,1,6,quagmo,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
705643,7,382,buck,129,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
203916,8,2719,douche bag,299,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2562889,4,-15,toke,23,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_unclear,formal_unclear,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2152634,1,-6,bonah,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5047770,1,11,td;dr,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
74294,4,293,fruit basket,21,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
149183,3,35,orangina,10,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4633441,9,846,canada's history,583,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
6084859,0,3,jk feds,1,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7325800,2,-146,yaritza,6,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_unclear,formal_yes,formal_yes,both,meaning,both,opinion,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
905136,3,122,133t,10,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2860803,4,10,tfb,23,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,both,opinion,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3971389,4,-7,nutter butter,30,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1605287,6,1487,boston,73,familiar_no,familiar_no,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,both,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
612287,7,102,biff,128,familiar_no,familiar_no,familiar_no,familiar_yes,formal_unclear,formal_unclear,formal_yes,formal_no,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
852788,2,16,nipsicles,4,familiar_no,familiar_yes,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1111869,6,-4,zomg,89,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1449419,5,133,vaganus,36,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3563549,2,13,four letter word,4,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
710902,6,124,bap,80,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_yes,formal_no,formal_no,opinion,opinion,opinion,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
4758561,4,168,uk,18,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_no,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
861200,3,1074,ivy league,10,familiar_no,familiar_no,familiar_no,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
1099719,3,305,danny phantom,9,familiar_no,familiar_yes,familiar_no,familiar_no,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
3094305,1,0,twospace,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
4141051,6,3752,justin beiber,89,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,opinion,opinion,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
2210274,2,124,mien,6,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
761504,5,97,utopia,32,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1043049,3,-9,lite,9,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
206691,4,370,ollie,27,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1093596,7,4559,atheist,242,familiar_yes,familiar_no,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,opinion,opinion,both,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
2627378,2,-13,aibohphobia,7,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
338419,7,11228,music,171,familiar_no,familiar_no,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,opinion,meaning,opinion,opinion,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2398200,4,27,tump,22,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,both,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
5591028,7,-25,cougar,139,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
7062189,5,-10,freshie,43,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_yes
74829,4,247,bate,18,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_unclear,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
1325916,1,2,quagmo,3,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3749293,3,-175,mids,12,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,opinion,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
5040845,5,-3,boink,33,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
8336236,4,380,asher,21,familiar_no,familiar_no,familiar_no,familiar_no,formal_yes,formal_yes,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_no
3209058,3,987,emilio,12,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_no,opinion,opinion,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
1086041,6,1201,cutter,93,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_yes,meaning,opinion,meaning,meaning,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
3729782,1,1,bumperstickering,2,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_no,formal_unclear,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
2323146,6,5010,hannah montana,99,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_no,formal_no,formal_no,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_yes,proper_noun_no
2464359,7,2942,democrat,150,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,opinion,meaning,meaning,proper_noun_yes,proper_noun_yes,proper_noun_no,proper_noun_yes
5868228,2,0,french breakfast,7,familiar_no,familiar_no,familiar_no,familiar_no,formal_no,formal_no,formal_yes,formal_no,meaning,meaning,both,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
286208,7,5774,idiot,180,familiar_yes,familiar_yes,familiar_no,familiar_yes,formal_yes,formal_yes,formal_no,formal_yes,meaning,meaning,meaning,opinion,proper_noun_no,proper_noun_yes,proper_noun_no,proper_noun_no
1658557,8,-16,nigga,375,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_no,formal_no,formal_no,formal_no,both,both,meaning,both,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
605941,5,114,slam dunk,32,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
184071,2,-7,blacka,4,familiar_yes,familiar_yes,familiar_yes,familiar_yes,formal_yes,formal_no,formal_yes,formal_yes,meaning,meaning,meaning,meaning,proper_noun_yes,proper_noun_no,proper_noun_yes,proper_noun_yes
2771474,2,4,devil child,4,familiar_no,familiar_no,familiar_yes,familiar_no,formal_no,formal_no,formal_no,formal_no,meaning,meaning,meaning,meaning,proper_noun_no,proper_noun_no,proper_noun_no,proper_noun_no
3269766,6,120,florida,97,familiar_yes,familiar_yes,familiar_yes,familiar_no,formal_yes,formal_yes,formal_yes,formal_yes,meaning,meaning,meaning,opinion,proper_noun_yes,proper_noun_yes,proper_noun_yes,proper_noun_yes
